Customer ID,Priority Level,Time of arrival,Number of people at arrival,Which 10 min interval in day,Which day in week,Time of start of service,Departure time,Wait time,
12748,0,19811.1,16,109,6,19821.6,19827.2,10.5618,
12749,1,19811.2,16,109,6,19812.2,19816.3,1.01189,
12750,0,19812.7,14,109,6,19826.8,19831.7,14.0473,
12751,1,19813.9,15,109,6,19814.4,19816.1,0.463738,
12752,0,19814.1,16,109,6,19823.4,19830.5,9.30579,
12753,1,19817,13,109,6,19819.8,19825.3,2.86497,
12754,0,19818.6,12,109,6,19827.2,19838.9,8.63871,
12755,0,19819.1,13,109,6,19821.7,19823.9,2.60251,
12756,1,19825.5,9,110,6,19831.4,19851,5.82718,
12757,1,19826.7,9,110,6,19828.8,19834.1,2.11415,
12758,1,19829.9,7,110,6,19850.4,19865.2,20.496,
12759,1,19832.8,5,111,6,19834.3,19834.5,1.5284,
12760,1,19833.9,6,111,6,19834.4,19840.8,0.511698,
12761,1,19834.8,5,111,6,19852.5,19854.4,17.7041,
12762,0,19837.9,6,111,6,19853.4,19853.7,15.5717,
12763,0,19838.1,7,111,6,19854.6,19857,16.5428,
12764,1,19840,7,111,6,19851.6,19862.7,11.5848,
12765,1,19840.7,8,112,6,19851.3,19855.6,10.6463,
12766,1,19841.3,8,112,6,19844.2,19845.3,2.95862,
12767,0,19842.1,9,112,6,19848.4,19857.3,6.34978,
12768,1,19842.5,10,112,6,19845.1,19846,2.59012,
12769,1,19845.2,11,112,6,19845.7,19858.5,0.482936,
12770,1,19845.4,11,112,6,19864.2,19869.2,18.78,
12771,0,19849.9,11,112,6,19852,19853.4,2.06474,
12772,1,19852.3,11,113,6,19859.4,19864,7.08085,
12773,1,19852.7,12,113,6,19856.5,19868.9,3.72516,
12774,1,19853.2,13,113,6,19855.7,19860.5,2.43832,
12775,1,19854.7,11,113,6,19855.2,19858.6,0.429083,
12776,1,19854.9,12,113,6,19857.7,19867,2.86497,
12777,0,19855.3,13,113,6,19855.6,19856.4,0.360238,
12778,1,19855.5,14,113,6,19871.3,19878.6,15.7823,
12779,1,19856.9,13,113,6,19856.9,19864.6,0.038911,
12780,1,19858.2,12,113,6,19871.8,19886.6,13.6014,
12781,1,19858.5,12,113,6,19862.3,19866.3,3.79141,
12782,1,19859.8,12,113,6,19863.4,19865.4,3.53643,
12783,1,19861,12,114,6,19862.3,19866.4,1.35051,
12784,1,19861.9,13,114,6,19863.4,19864.2,1.5017,
12785,1,19862.9,13,114,6,19862.9,19879.8,0,
12786,1,19863.2,14,114,6,19864.7,19873.3,1.56152,
12787,1,19866.6,8,114,6,19871.9,19877,5.29401,
12788,0,19867.3,8,114,6,19870.5,19877.1,3.22648,
12789,0,19871,7,115,6,19872.2,19872.6,1.22862,
12790,1,19873,7,115,6,19875.7,19882.2,2.65609,
12791,1,19873.5,7,115,6,19878.3,19879.6,4.73825,
12792,1,19875.1,8,115,6,19875.7,19882.2,0.566052,
12793,1,19875.3,9,115,6,19875.5,19879.7,0.210089,
12794,1,19876.6,10,115,6,19878.9,19880.5,2.26492,
12795,1,19877.2,9,115,6,19877.6,19883.1,0.416309,
12796,0,19877.5,10,115,6,19878.3,19879.1,0.747262,
12797,1,19879.2,9,115,6,19885.4,19885.5,6.19038,
12798,0,19879.4,10,115,6,19879.7,19888,0.300927,
12799,0,19879.6,11,115,6,19880,19890,0.40329,
12800,1,19881.5,8,116,6,19886.1,19895.3,4.60057,
12801,0,19883,7,116,6,19892.5,19906.6,9.43324,
12802,0,19883.8,7,116,6,19885.1,19887.5,1.25211,
12803,0,19884.3,8,116,6,19885.2,19903.1,0.953102,
12804,1,19885.3,9,116,6,19894.8,19901.1,9.46805,
12805,0,19888.8,6,116,6,19892.1,19899.9,3.34012,
12806,0,19889.8,7,116,6,19896.3,19896.3,6.48058,
12807,1,19891.7,7,117,6,19892,19896.9,0.317129,
12808,1,19892.7,8,117,6,19893.5,19896.6,0.865492,
12809,1,19894.5,9,117,6,19901.2,19920.6,6.60331,
12810,0,19897.2,6,117,6,19907.3,19916.3,10.1011,
12811,1,19898.3,7,117,6,19905.9,19912.4,7.57378,
12812,1,19900.4,7,118,6,19909.1,19910.2,8.69982,
12813,1,19903,7,118,6,19906.7,19907.4,3.65037,
12814,0,19903.7,7,118,6,19906.3,19910,2.64653,
12815,1,19904.5,8,118,6,19905.1,19933,0.616849,
12816,1,19904.5,9,118,6,19915.9,19923,11.3567,
12817,1,19906.8,9,118,6,19915.2,19928.1,8.41393,
12818,1,19910.7,7,119,6,19915.8,19933.2,5.11356,
12819,0,19911.1,8,119,6,19927.4,19937.7,16.3414,
12820,1,19911.9,9,119,6,19918.1,19918.1,6.14273,
12821,1,19912.9,9,119,6,19914.3,19915,1.40409,
12822,0,19916.9,8,119,6,19917.5,19921.8,0.549023,
12823,1,19922.4,6,120,6,19923.6,19928.4,1.25148,
12824,0,19924,6,120,6,19929.2,19948.5,5.20651,
12825,1,19927.2,7,120,6,19931.7,19938.2,4.48353,
12826,1,19927.5,8,120,6,19928.9,19932.3,1.3587,
12827,1,19927.9,9,120,6,19930.6,19931.3,2.63648,
12828,1,19928.1,10,120,6,19930.8,19933.1,2.675,
12829,1,19928.4,9,120,6,19928.9,19930.6,0.43566,
12830,1,19929.4,10,120,6,19933.7,19934.1,4.33006,
12831,1,19930.5,11,121,6,19940.3,19944,9.78802,
12832,0,19933.4,6,121,6,19939.4,19966.5,5.90895,
12833,1,19936.9,6,121,6,19937.2,19970.1,0.250765,
12834,1,19937,7,121,6,19937.1,19941.4,0.0977718,
12835,1,19937.7,8,121,6,19941.6,19951.4,3.96217,
12836,1,19940.8,7,122,6,19941.2,19949.9,0.408949,
12837,1,19941,8,122,6,19944.1,19951.7,3.04803,
12838,1,19943.3,8,122,6,19952.3,19961.1,9.05987,
12839,1,19946.6,8,122,6,19953.9,19959,7.36631,
12840,1,19946.6,9,122,6,19951.9,19954.6,5.26782,
12841,1,19947.9,10,122,6,19951.2,19951.6,3.24861,
12842,1,19948.5,10,122,6,19951.2,19962.1,2.675,
12843,1,19948.7,11,122,6,19954.3,19967.2,5.62321,
12844,1,19948.9,12,122,6,19953.1,19953.8,4.17925,
12845,1,19950.4,12,123,6,19953.3,19960.7,2.93711,
12846,1,19951.3,13,123,6,19956.1,19976.9,4.75114,
12847,1,19951.5,13,123,6,19953.6,19954.8,2.07551,
12848,1,19954.6,10,123,6,19960.2,19966.2,5.62321,
12849,1,19954.9,10,123,6,19962,19968.2,7.08085,
12850,1,19957.2,11,123,6,19959.1,19964.1,1.95543,
12851,1,19966.4,6,124,6,19970.1,19982,3.69063,
12852,1,19968.9,4,124,6,19976.4,19983.7,7.49233,
12853,0,19970.1,4,125,6,19970.2,19971.1,0.0354887,
12854,1,19970.5,5,125,6,19971.2,19983.1,0.704679,
12855,1,19972.2,5,125,6,19973.7,19975.2,1.45622,
12856,1,19973.3,6,125,6,19980.5,19987.7,7.21272,
12857,0,19974.3,7,125,6,19979.7,20019.1,5.43967,
12858,1,19974.7,8,125,6,19998.6,20002.9,23.8597,
12859,1,19975.6,8,125,6,19998.9,20006,23.2703,
12860,1,19977.9,8,125,6,19990.7,19998.8,12.7304,
12861,1,19978.4,9,125,6,19983.7,19985.7,5.29401,
12862,1,19979.1,10,125,6,19980.8,19998.6,1.6996,
12863,0,19982,10,126,6,19985.2,19998.6,3.22648,
12864,1,19982.2,11,126,6,19986.9,19988.4,4.66071,
12865,1,19983.4,11,126,6,19985,20004,1.56152,
12866,1,19984.5,11,126,6,19993.2,20006.5,8.67676,
12867,1,19984.8,12,126,6,19997,19997,12.1316,
12868,0,19986.6,12,126,6,19986.8,20000.7,0.270312,
12869,1,19987.3,13,126,6,19991.9,19994.5,4.60057,
12870,1,19990.1,12,127,6,19991.6,19995.7,1.56983,
12871,1,19996.8,11,127,6,20010.4,20018.1,13.6478,
12872,1,20003.5,6,128,6,20011.5,20026.5,7.96727,
12873,1,20004,6,128,6,20010.1,20011.5,6.10774,
12874,1,20005.1,7,128,6,20023.8,20025.5,18.78,
12875,1,20005.1,8,128,6,20010.1,20011.2,5.01575,
12876,0,20006.9,7,128,6,20009.4,20015.6,2.50212,
12877,1,20007.5,8,128,6,20016.2,20021,8.69982,
12878,1,20007.9,9,128,6,20009,20021.3,1.08783,
12879,1,20008,10,128,6,20011.4,20020.1,3.35079,
12880,1,20008.8,11,128,6,20014.6,20031.6,5.87498,
12881,1,20010.6,12,129,6,20021.5,20024.8,10.9393,
12882,0,20014.3,11,129,6,20015.3,20021.8,0.938181,
12883,0,20017.1,11,129,6,20024.5,20025.3,7.42141,
12884,0,20021.8,6,130,6,20053.5,20053.8,31.7554,
12885,0,20022.2,7,130,6,20036.8,20050.8,14.6171,
12886,1,20024.4,8,130,6,20025.1,20030.8,0.704679,
12887,1,20032.4,3,131,6,20038.1,20040.4,5.6704,
12888,0,20037,4,131,6,20038.7,20041.2,1.68536,
12889,1,20038.7,5,131,6,20039.4,20046.6,0.744937,
12890,1,20039.1,6,131,6,20041,20045.2,1.94008,
12891,1,20040.8,6,132,6,20066.2,20075.8,25.4537,
12892,0,20042,6,132,6,20043.5,20072.1,1.48122,
12893,1,20042.4,7,132,6,20054.3,20065.4,11.9007,
12894,0,20042.6,8,132,6,20043,20057.5,0.346241,
12895,1,20042.8,9,132,6,20050.8,20056.6,8.01042,
12896,0,20046.3,9,132,6,20069,20079.5,22.6851,
12897,1,20047.7,9,132,6,20049,20056.7,1.36581,
12898,0,20048.3,10,132,6,20052.2,20052.8,3.83393,
12899,1,20048.8,11,132,6,20057.1,20057.3,8.36369,
12900,1,20050.2,12,133,6,20054.9,20057.5,4.72473,
12901,1,20051.8,12,133,6,20056.2,20057.5,4.35659,
12902,0,20052,13,133,6,20052.4,20052.6,0.366567,
12903,1,20052.6,13,133,6,20057,20060.7,4.3154,
12904,0,20053,13,133,6,20063.3,20063.5,10.2772,
12905,1,20053.2,14,133,6,20058.5,20059.4,5.32235,
12906,1,20054.1,14,133,6,20055.9,20058,1.76976,
12907,1,20055.8,15,133,6,20063,20075.4,7.1185,
12908,1,20056.8,14,133,6,20057.9,20071.7,1.04956,
12909,1,20059.1,10,133,6,20061.2,20064.7,2.10423,
12910,0,20060.4,10,134,6,20064.9,20066.4,4.51097,
12911,1,20065.5,7,134,6,20065.9,20066.5,0.408949,
12912,1,20068.2,6,134,6,20077,20077,8.77195,
12913,1,20069.5,7,134,6,20080.3,20089.4,10.7894,
12914,1,20070.1,8,135,6,20075.8,20077.6,5.77511,
12915,0,20070.3,9,135,6,20080.7,20082.2,10.3983,
12916,1,20070.5,10,135,6,20072,20098.5,1.43387,
12917,1,20070.9,11,135,6,20082,20085.4,11.1549,
12918,1,20071.4,12,135,6,20072.4,20076.1,0.988796,
12919,1,20072.1,11,135,6,20079.5,20082.1,7.36631,
12920,1,20074.4,12,135,6,20075.7,20082.1,1.25834,
12921,1,20077.9,8,135,6,20079.5,20081.7,1.66083,
12922,1,20078.3,9,135,6,20078.8,20079.5,0.50416,
12923,1,20078.4,10,135,6,20079.2,20080.3,0.711133,
12924,1,20078.9,11,135,6,20087.7,20099.6,8.79559,
12925,1,20082,8,136,6,20085.9,20092.8,3.90352,
12926,0,20082.6,6,136,6,20082.7,20087.5,0.152948,
12927,1,20083.4,7,136,6,20091,20102.9,7.61261,
12928,1,20084,8,136,6,20085.6,20087,1.62697,
12929,1,20086.1,8,136,6,20089.4,20092.8,3.25911,
12930,1,20086.7,9,136,6,20087.2,20090.1,0.476105,
12931,1,20087.3,9,136,6,20093.7,20095.3,6.39242,
12932,0,20089.2,9,136,6,20098,20126.3,8.78481,
12933,1,20090.8,8,137,6,20110.5,20113.3,19.6549,
12934,1,20092.9,7,137,6,20099.8,20099.9,6.85157,
12935,1,20096.5,7,137,6,20096.9,20097.3,0.43566,
12936,1,20097.2,8,137,6,20097.4,20099.4,0.1619,
12937,0,20098.3,8,137,6,20108.9,20115.1,10.6533,
12938,1,20099.6,7,137,6,20109.3,20120,9.70005,
12939,1,20103.7,5,138,6,20106.2,20107.8,2.48402,
12940,1,20106,6,138,6,20118.2,20120.1,12.268,
12941,1,20106.3,7,138,6,20113.7,20116.8,7.4123,
12942,1,20106.4,8,138,6,20107.1,20117.2,0.616849,
12943,1,20106.6,9,138,6,20109.1,20111.9,2.45585,
12944,1,20109.9,9,138,6,20110.1,20110.2,0.250765,
12945,1,20110.2,9,139,6,20113.2,20122.7,3.03794,
12946,1,20112.4,9,139,6,20118.6,20127.1,6.228,
12947,1,20113.6,9,139,6,20119.4,20122.1,5.80688,
12948,1,20114,10,139,6,20122.2,20138.4,8.17626,
12949,0,20115.8,10,139,6,20122.7,20122.8,6.91893,
12950,0,20116.8,11,139,6,20122.1,20125.8,5.28258,
12951,1,20117.5,10,139,6,20118.1,20119.1,0.650451,
12952,0,20118.1,11,139,6,20129.7,20132.8,11.5656,
12953,1,20120.4,9,140,6,20126,20129.7,5.65321,
12954,1,20120.5,10,140,6,20134.4,20135.2,13.914,
12955,1,20123.6,8,140,6,20125.6,20129.9,2.06605,
12956,0,20125.2,9,140,6,20131.3,20131.6,6.15714,
12957,1,20127.5,7,140,6,20129.1,20139.2,1.61913,
12958,1,20128.2,8,140,6,20130.4,20133.5,2.21061,
12959,0,20132.8,5,141,6,20136.2,20144.5,3.30983,
12960,1,20133.1,6,141,6,20145.6,20147.1,12.581,
12961,0,20135.5,5,141,6,20138.9,20148.6,3.3966,
12962,1,20137.5,6,141,6,20160.3,20164.7,22.8367,
12963,0,20140,5,141,6,20151.8,20163.9,11.858,
12964,1,20146.2,5,142,6,20147.3,20151.3,1.07957,
12965,1,20146.8,6,142,6,20157.4,20159.9,10.6146,
12966,1,20148.6,5,142,6,20153.1,20154.1,4.49678,
12967,1,20149.9,6,142,6,20151.1,20153.5,1.22862,
12968,0,20150.5,7,143,6,20152.9,20159.9,2.38941,
12969,0,20153.5,7,143,6,20158.6,20163.2,5.06883,
12970,1,20153.6,7,143,6,20156.8,20160.3,3.27035,
12971,1,20153.8,8,143,6,20159.9,20173.1,6.02947,
12972,1,20155,8,143,6,20163.1,20173.7,8.01042,
12973,0,20156.1,9,143,6,20177.2,20180.8,21.1365,
12974,0,20157.2,10,143,6,20157.3,20158.6,0.0869256,
12975,0,20158.2,11,143,6,20161.3,20163.1,3.12504,
12976,1,20162,8,0,0,20181.5,20188.5,19.5025,
12977,1,20162.4,9,0,0,20169,20169.2,6.69808,
12978,1,20165.6,6,0,0,20166,20173,0.401062,
12979,1,20166.1,7,0,0,20166.3,20168,0.243757,
12980,1,20166.1,8,0,0,20191.6,20192.5,25.4537,
12981,1,20167.4,9,0,0,20173,20179.3,5.68319,
12982,1,20172.6,8,1,0,20174.1,20176.7,1.5017,
12983,1,20180.1,4,2,0,20187.1,20189.1,7.03475,
12984,1,20182.1,4,2,0,20188.2,20197.8,6.02947,
12985,0,20182.8,5,2,0,20183.2,20187.9,0.372993,
12986,1,20184.3,6,2,0,20185.5,20186.2,1.18816,
12987,1,20189,4,2,0,20190.7,20194.8,1.72149,
12988,1,20192.2,4,3,0,20198.7,20203.7,6.54948,
12989,1,20195,3,3,0,20205.8,20206.3,10.8255,
12990,0,20198.3,3,3,0,20200.1,20206.9,1.86952,
12991,1,20198.3,4,3,0,20203.5,20205.5,5.15351,
12992,1,20199.2,5,3,0,20200.9,20213.6,1.72149,
12993,0,20199.6,6,3,0,20201.2,20213,1.6009,
12994,0,20202.9,7,4,0,20208,20212,5.08127,
12995,1,20205.5,7,4,0,20213,20219,7.57378,
12996,1,20206.9,6,4,0,20213.5,20214.3,6.56797,
12997,0,20207.2,6,4,0,20215.8,20245.8,8.524,
12998,0,20209.1,7,4,0,20209.9,20210.7,0.777972,
12999,1,20215.6,3,5,0,20216.5,20219.3,0.88786,
13000,1,20216.3,4,5,0,20219.9,20224.6,3.61603,
13001,1,20218.8,5,5,0,20219.7,20224.4,0.95404,
13002,1,20218.9,6,5,0,20220.5,20228.6,1.57684,
13003,1,20219,6,5,0,20226,20236.6,7.01285,
13004,1,20219.4,6,5,0,20227.8,20233.7,8.38707,
13005,1,20219.8,7,5,0,20223.1,20243,3.30942,
13006,1,20220.8,8,6,0,20221.3,20223.7,0.511698,
13007,1,20221.1,9,6,0,20222.1,20223.6,0.966889,
13008,1,20221.5,10,6,0,20225.6,20233.9,4.02405,
13009,1,20223.1,11,6,0,20228,20228.2,4.85525,
13010,1,20225.1,8,6,0,20238.5,20251.9,13.4456,
13011,1,20225.2,9,6,0,20227.9,20228.9,2.68499,
13012,0,20227.1,10,6,0,20229.2,20232.7,2.17404,
13013,1,20227.3,11,6,0,20227.7,20237.9,0.381448,
13014,1,20227.6,12,6,0,20242.8,20242.9,15.1928,
13015,1,20229.6,10,6,0,20237.7,20238.1,8.10636,
13016,1,20230.9,11,7,0,20231.7,20237.8,0.88093,
13017,1,20231.6,12,7,0,20239.1,20239.3,7.55073,
13018,1,20233.2,12,7,0,20237.9,20240.7,4.69947,
13019,1,20234.8,11,7,0,20235.7,20238.9,0.996542,
13020,1,20235.6,12,7,0,20263.4,20264.1,27.7219,
13021,1,20236.3,13,7,0,20237.8,20239.2,1.5017,
13022,1,20237,13,7,0,20244.1,20248.3,7.13808,
13023,1,20237.8,14,7,0,20240,20240.1,2.21904,
13024,1,20242.5,7,8,0,20242.9,20250.4,0.469446,
13025,1,20245.7,6,8,0,20247.6,20247.7,1.93153,
13026,1,20246,6,8,0,20249.4,20250.5,3.41863,
13027,1,20247.1,7,8,0,20248,20250.7,0.901544,
13028,1,20247.9,7,8,0,20250.5,20258.4,2.6084,
13029,1,20248.1,8,8,0,20248.5,20252.2,0.349666,
13030,0,20249.2,8,8,0,20250.1,20256.3,0.88184,
13031,1,20249.2,9,8,0,20255.5,20255.8,6.26197,
13032,1,20253.7,5,9,0,20261.6,20265.2,7.92684,
13033,0,20253.9,6,9,0,20261.2,20263.8,7.253,
13034,1,20254.1,7,9,0,20259.5,20261,5.45921,
13035,1,20254.3,8,9,0,20259.2,20266.1,4.92527,
13036,1,20254.6,9,9,0,20256.9,20265.1,2.31052,
13037,1,20254.8,10,9,0,20255.3,20255.6,0.566052,
13038,1,20255.2,11,9,0,20260.4,20267.7,5.14079,
13039,1,20258.8,8,9,0,20287.1,20293.5,28.3225,
13040,0,20259.2,9,9,0,20273.3,20275.4,14.1397,
13041,0,20259.8,10,9,0,20273.3,20273.9,13.4454,
13042,1,20260,11,9,0,20260.1,20261.3,0.1619,
13043,1,20261.8,10,10,0,20263.6,20265.2,1.78634,
13044,1,20262.9,11,10,0,20266.6,20270.6,3.60495,
13045,1,20263.6,12,10,0,20277.7,20300.9,14.03,
13046,1,20263.8,12,10,0,20279.8,20286.4,16.0178,
13047,1,20264,13,10,0,20265,20290.7,1.01189,
13048,0,20265,13,10,0,20266.7,20284.2,1.67599,
13049,0,20265.2,12,10,0,20269.7,20294.2,4.51097,
13050,0,20267.1,11,10,0,20267.8,20294.7,0.683899,
13051,1,20267.1,12,10,0,20268.3,20269.6,1.16497,
13052,1,20267.1,13,10,0,20271,20273.4,3.83605,
13053,0,20267.5,14,10,0,20269.7,20274.7,2.19456,
13054,1,20271.8,12,11,0,20276.4,20284.2,4.54509,
13055,0,20280,9,12,0,20284.5,20290.7,4.52429,
13056,1,20282.4,10,12,0,20286.9,20288.1,4.49678,
13057,1,20283.5,11,12,0,20288.3,20295.6,4.82862,
13058,1,20284.8,10,12,0,20289.5,20289.5,4.63701,
13059,1,20285,11,12,0,20286.2,20290.3,1.15074,
13060,1,20285.8,12,12,0,20298.7,20303.4,12.8677,
13061,1,20286.8,12,12,0,20288.2,20289.3,1.44102,
13062,1,20289.3,11,12,0,20301.2,20321.6,11.9435,
13063,1,20290.6,10,13,0,20296.7,20307.3,6.09281,
13064,1,20291,9,13,0,20291.6,20302.8,0.586673,
13065,1,20291.1,10,13,0,20301.5,20314,10.4203,
13066,1,20293,11,13,0,20299.7,20315.3,6.66088,
13067,1,20294.4,10,13,0,20302.2,20303.7,7.86126,
13068,1,20296,9,13,0,20303,20313,6.99169,
13069,0,20296.3,10,13,0,20296.6,20305.8,0.32459,
13070,0,20296.4,11,13,0,20313.1,20329.4,16.7558,
13071,1,20296.5,12,13,0,20299.1,20300.9,2.62623,
13072,1,20296.7,13,13,0,20316.2,20317.9,19.5025,
13073,1,20298.7,14,13,0,20305.7,20309.2,6.99169,
13074,1,20302.8,12,14,0,20307.1,20308.8,4.33006,
13075,1,20303,13,14,0,20325.4,20329.6,22.4271,
13076,1,20305.8,12,14,0,20311,20313.8,5.22132,
13077,1,20307.3,11,14,0,20311.7,20317.1,4.44883,
13078,1,20307.7,12,14,0,20333.1,20342.8,25.4537,
13079,1,20309.1,12,14,0,20313.1,20318,3.93726,
13080,0,20310.5,12,15,0,20322.5,20323.9,12.0128,
13081,1,20314,11,15,0,20318.6,20322.9,4.67394,
13082,1,20315.2,11,15,0,20320.1,20321.4,4.88363,
13083,1,20317.8,10,15,0,20341.1,20344.1,23.2703,
13084,1,20318.3,9,15,0,20319,20327.8,0.737841,
13085,1,20320.6,10,16,0,20327.6,20327.8,7.03475,
13086,1,20322.5,9,16,0,20326.9,20334.7,4.44883,
13087,0,20324.5,8,16,0,20330.3,20336.5,5.86202,
13088,1,20324.6,9,16,0,20330.1,20340.5,5.50435,
13089,1,20326,10,16,0,20330.5,20331.4,4.49678,
13090,1,20327.9,9,16,0,20331.7,20331.9,3.89302,
13091,1,20329.8,8,16,0,20342.9,20359.2,13.0217,
13092,1,20330.6,9,17,0,20330.8,20335.4,0.250765,
13093,1,20333.1,8,17,0,20354.5,20355.2,21.4185,
13094,0,20333.4,9,17,0,20333.7,20355.9,0.308199,
13095,1,20333.5,10,17,0,20339.9,20349.7,6.46287,
13096,1,20333.8,11,17,0,20341.7,20345.2,7.96727,
13097,0,20335.4,10,17,0,20345.6,20349.3,10.1586,
13098,1,20335.8,11,17,0,20340.3,20349.1,4.47242,
13099,1,20338.1,11,17,0,20347.4,20354.8,9.35839,
13100,0,20342.7,11,18,0,20354.1,20359.6,11.4224,
13101,0,20343.2,11,18,0,20351.2,20352,7.97653,
13102,1,20347.3,10,18,0,20353.8,20357.5,6.51552,
13103,0,20350.6,8,19,0,20359.6,20376.8,9.03801,
13104,1,20352.2,8,19,0,20356.8,20360.4,4.53408,
13105,1,20352.4,9,19,0,20354.5,20355.7,2.06605,
13106,0,20352.4,10,19,0,20354.9,20367.2,2.48357,
13107,1,20352.7,11,19,0,20356.2,20369,3.51604,
13108,1,20355.7,10,19,0,20360.2,20362.1,4.54509,
13109,1,20356.6,9,19,0,20356.9,20369.7,0.323702,
13110,1,20356.9,10,19,0,20358.7,20360.5,1.82108,
13111,1,20357.9,10,19,0,20359.9,20365.6,1.98416,
13112,1,20359.9,9,19,0,20362.1,20367.4,2.21904,
13113,1,20360.2,10,20,0,20366.9,20377.5,6.69808,
13114,1,20360.6,9,20,0,20367.8,20369,7.19388,
13115,1,20363,9,20,0,20367.5,20380.1,4.52265,
13116,1,20366.4,9,20,0,20368.3,20379.1,1.86554,
13117,1,20366.6,10,20,0,20371.4,20377.2,4.8044,
13118,1,20369.7,6,20,0,20372,20382.6,2.32071,
13119,0,20372.7,7,21,0,20375.8,20376.7,3.08776,
13120,1,20374.7,8,21,0,20385.3,20386.1,10.518,
13121,0,20375.5,9,21,0,20393.1,20395.8,17.5404,
13122,0,20376.4,10,21,0,20381.8,20382.9,5.31271,
13123,1,20376.5,11,21,0,20379.5,20387.3,3.02763,
13124,1,20378.5,8,21,0,20381.3,20407.4,2.78648,
13125,1,20379.3,8,21,0,20384.2,20385.9,4.91234,
13126,1,20381.4,8,22,0,20392.2,20402.9,10.7894,
13127,1,20382.2,9,22,0,20402.3,20405.8,20.1196,
13128,1,20382.3,10,22,0,20385.1,20386.1,2.81566,
13129,1,20383.1,9,22,0,20388.5,20391.5,5.38566,
13130,0,20384.6,10,22,0,20401.6,20412.7,17.0691,
13131,1,20386.9,8,22,0,20391.9,20405.2,4.9763,
13132,1,20387.5,8,22,0,20406.1,20412.2,18.5425,
13133,1,20387.7,9,22,0,20394.7,20417.5,7.01285,
13134,1,20388.7,10,22,0,20392.1,20404.2,3.32869,
13135,0,20391,11,23,0,20413.5,20414.2,22.5507,
13136,1,20391.4,12,23,0,20392.6,20395.5,1.25834,
13137,0,20393.6,12,23,0,20417.2,20430.8,23.5648,
13138,1,20398.5,11,23,0,20398.7,20401.3,0.230835,
13139,1,20399.5,12,23,0,20406.7,20416.5,7.23064,
13140,1,20401,13,24,0,20402.1,20413.7,1.16497,
13141,1,20402.6,13,24,0,20405.7,20422.9,3.09083,
13142,1,20404.1,13,24,0,20404.4,20408.3,0.257264,
13143,1,20405.5,12,24,0,20410.4,20418.7,4.84246,
13144,1,20406.9,12,24,0,20426.6,20434.2,19.6549,
13145,1,20407,13,24,0,20407.9,20410.2,0.938264,
13146,1,20408.4,12,24,0,20412.9,20415.9,4.47242,
13147,1,20410.8,12,25,0,20423.5,20424.4,12.7304,
13148,1,20414.4,9,25,0,20431,20435.8,16.6345,
13149,1,20415,10,25,0,20426,20437.4,11.0101,
13150,1,20419.5,7,25,0,20424.4,20430.9,4.88363,
13151,0,20427.2,6,26,0,20437.8,20441.1,10.5618,
13152,1,20429,7,26,0,20431.1,20442.1,2.10423,
13153,0,20429,8,26,0,20438.5,20455.5,9.51306,
13154,1,20432,7,27,0,20437.2,20451.8,5.20627,
13155,1,20432.9,8,27,0,20454.5,20457.4,21.5955,
13156,1,20432.9,9,27,0,20439.9,20445.4,7.01285,
13157,1,20433.3,10,27,0,20433.7,20434.5,0.490543,
13158,1,20434.1,11,27,0,20435.4,20436.6,1.29792,
13159,0,20437.7,7,27,0,20445.8,20460.2,8.02241,
13160,1,20438.5,8,27,0,20446.3,20451.9,7.83368,
13161,1,20444.1,7,28,0,20460.6,20463.7,16.462,
13162,1,20446.3,7,28,0,20454.3,20461.1,8.01042,
13163,1,20446.4,8,28,0,20450.1,20450.7,3.72516,
13164,0,20446.5,9,28,0,20463.3,20473.5,16.7558,
13165,1,20448.1,10,28,0,20462.2,20462.7,14.1539,
13166,0,20448.5,11,28,0,20457.5,20467.9,8.98751,
13167,1,20449.5,12,28,0,20463.7,20465.9,14.2288,
13168,0,20450.3,13,29,0,20454.1,20464.5,3.85745,
13169,0,20450.4,14,29,0,20451.2,20455,0.825466,
13170,1,20450.4,15,29,0,20465.8,20477.7,15.3558,
13171,1,20452.9,13,29,0,20456.8,20458.8,3.87135,
13172,1,20456.9,12,29,0,20489,20490.4,32.1641,
13173,1,20457.7,12,29,0,20459,20468.8,1.26627,
13174,1,20461.9,10,30,0,20463.8,20469.5,1.85722,
13175,1,20465.8,8,30,0,20471.4,20483.3,5.62321,
13176,1,20467.6,8,30,0,20472,20474.7,4.40963,
13177,1,20467.6,9,30,0,20488.5,20490.1,20.8905,
13178,1,20467.7,10,30,0,20468.6,20469.1,0.924024,
13179,1,20471.1,7,31,0,20472.3,20498.8,1.16497,
13180,1,20472,8,31,0,20473.7,20477.9,1.7614,
13181,1,20472.2,9,31,0,20508.8,20510.3,36.5943,
13182,1,20478.2,6,31,0,20510.3,20513.4,32.1641,
13183,1,20479.4,7,31,0,20481.5,20485.7,2.1504,
13184,1,20481.2,8,32,0,20505.6,20511.5,24.4535,
13185,1,20481.9,9,32,0,20482.9,20483.6,0.974956,
13186,1,20485.9,7,32,0,20487.2,20491,1.36581,
13187,0,20487.1,8,32,0,20491.5,20500.7,4.43009,
13188,1,20487.7,9,32,0,20487.8,20504.5,0.150706,
13189,1,20493.2,7,33,0,20500.9,20501.9,7.67764,
13190,0,20493.5,8,33,0,20499.2,20503.3,5.70585,
13191,0,20497,9,33,0,20502,20502.1,4.99079,
